imageUrl,category,name,quantity,price
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Lemon Chocolate,108 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Sugar Free Jelly,109 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Mojito Beans,110 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Paan Candy,111 gm,145
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Kaju Katli,200 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Besan Laddu,201 gm,199
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Bundi,202 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,White Rasgulla,203 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Black Rasgulaa,204 gm,149
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Candies,205 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Gummy Bears,206 gm,139
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Candy,207 gm,154
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Lollipops,208 gm,156
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Jelly Beans,209 gm,875
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Rock Candy,210 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Milk,500 ml,120
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Cheese,500 gm,310
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Butter,400 gm,255
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Yogurt,400 gm,210
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Cream,400 gm,254
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Paneer,400 gm,320
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Ghee,400 gm,420
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Butter Milk,500 ml,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Sour Cream,500 gm,210
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Dairy Products,Lassi,250 gm,180
